Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
15235,0.9,Good,H,VS2,63.6,61.0,6.03,5.97,3.8,3701
22120,0.31,Fair,E,VS2,54.2,63.0,4.61,4.51,2.47,814
3357,1.06,Very Good,I,SI2,61.4,56.5,6.55,6.58,4.03,4465
6986,0.52,Ideal,D,SI1,62.7,56.0,5.14,5.17,3.23,1600
13679,2.02,Very Good,I,SI2,61.9,60.0,8.12,8.06,5.01,14715
19698,0.4,Good,H,VS2,59.4,64.0,4.82,4.75,2.84,945
8181,0.31,Ideal,G,VVS1,,55.0,4.33,4.36,2.7,789
25988,0.31,Ideal,G,VS1,,55.0,4.35,4.33,2.71,802
9518,0.7,Very Good,G,SI1,61.7,56.0,5.66,5.75,3.52,2310
7091,1.01,Ideal,G,VS2,61.4,58.0,6.47,6.44,3.97,6618
386,1.05,Very Good,G,SI1,61.6,57.0,6.51,6.54,4.02,5197
2494,0.56,Premium,E,SI1,62.5,59.0,5.24,5.2,3.26,1653
15565,0.4,Very Good,E,VS2,63.8,55.0,4.66,4.71,2.99,791
2508,1.2,Ideal,I,SI2,62.5,56.0,6.8,6.7,4.22,3931
13333,0.33,Premium,H,VVS2,62.4,60.0,4.42,4.39,2.75,854
2476,1.51,Good,J,VS2,59.5,61.0,7.45,7.62,4.48,7476
3168,0.34,Premium,F,VS1,60.0,59.0,4.59,4.55,2.74,905
1983,0.51,Premium,E,SI1,62.5,57.0,5.09,5.06,3.17,1546
15621,0.33,Ideal,E,IF,61.9,57.0,4.41,4.45,2.74,1129
10620,0.7,Good,G,VS2,63.1,55.0,5.61,5.64,3.55,2633
21483,0.72,Premium,E,VS2,60.9,60.0,5.8,5.76,3.52,2822
23462,0.59,Ideal,D,SI1,61.6,57.0,5.41,5.44,3.34,1743
23008,0.42,Ideal,G,SI1,61.6,56.0,4.81,4.84,2.97,896
5404,1.02,Ideal,E,VVS1,61.4,57.0,6.39,6.47,3.95,11028
341,1.16,Premium,G,VS1,61.9,58.0,6.76,6.72,4.17,8107
17967,0.55,Ideal,D,VS1,61.7,55.0,5.26,5.25,3.24,1990
15445,1.04,Premium,G,VS2,61.8,58.0,6.51,6.46,4.01,6709
13563,1.0,Premium,D,VS1,62.7,60.0,6.36,6.31,3.97,8020
26702,0.7,Ideal,F,VVS1,62.4,55.0,5.65,5.69,3.54,4341
10167,0.32,Premium,G,VS2,62.1,60.0,4.39,4.34,2.71,720
11307,0.57,Premium,D,SI1,63.0,59.0,5.27,5.23,3.31,1949
87,0.74,Ideal,E,SI2,,59.0,5.92,5.97,3.52,2501
19582,1.34,Premium,H,SI1,62.4,57.0,7.07,6.96,4.38,6814
10631,0.9,Premium,H,VS2,60.4,59.0,6.24,6.27,3.78,4321
16123,0.4,Good,I,VVS1,63.9,56.0,4.68,4.64,2.98,1080
13057,0.52,Ideal,E,SI1,60.9,57.0,5.17,5.2,3.16,1713
23986,0.42,Premium,E,VS2,61.0,59.0,4.82,4.85,2.95,958
8794,0.5,Very Good,F,IF,59.7,60.0,5.18,5.24,3.11,2219
2540,0.32,Ideal,D,VVS2,62.0,55.0,4.39,4.41,2.73,867
11547,1.51,Ideal,G,SI2,61.8,57.0,7.37,7.31,4.54,7103
17525,0.39,Ideal,G,IF,61.9,54.0,4.67,4.73,2.91,1101
1125,0.31,Premium,E,VS2,60.5,60.0,4.36,4.34,2.63,872
15120,0.83,Premium,D,SI1,61.3,58.0,6.03,6.0,3.69,2990
17790,0.81,Very Good,F,VS1,62.7,56.0,5.92,5.98,3.73,3689
23633,1.25,Premium,H,VS1,62.7,59.0,6.82,6.86,4.29,7328
23202,1.0,Very Good,I,VS2,63.2,58.0,6.43,6.32,4.03,3265
21536,1.34,Premium,F,VS2,61.1,58.0,7.12,7.05,4.33,10431
6169,0.52,Premium,H,VS1,61.4,57.0,5.27,5.16,3.2,1577
10503,0.52,Very Good,G,VVS2,62.0,57.0,5.15,5.19,3.2,1794
3698,0.53,Ideal,H,IF,62.0,54.0,5.22,5.27,3.25,1949
2503,0.34,Ideal,H,VS2,61.7,57.0,4.48,4.46,2.76,689
9357,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1289
20417,0.33,Premium,G,VVS2,61.0,58.0,4.48,4.44,2.72,965
16156,0.61,Ideal,F,VS2,62.4,55.0,5.42,5.45,3.39,2002
12872,1.04,Very Good,G,SI1,61.8,59.0,6.49,6.55,4.03,5070
6686,1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,8828
20088,0.77,Premium,D,VS2,61.8,58.0,5.84,5.81,3.6,3291
1795,1.41,Ideal,G,VS1,60.4,57.0,7.22,7.31,4.39,11009
20008,1.23,Premium,G,SI1,62.5,59.0,6.84,6.77,4.25,6909
9161,2.09,Very Good,F,SI2,63.4,55.0,8.18,8.11,5.16,18640
17320,1.01,Good,F,SI1,63.6,58.0,6.37,6.31,4.03,4989
3855,1.12,Ideal,G,SI1,62.0,55.0,6.65,6.68,4.13,5451
5640,0.38,Ideal,E,VS2,62.0,54.2,4.66,4.68,2.89,805
25004,0.7,Very Good,E,SI2,63.1,54.0,5.73,5.65,3.59,2066
13335,1.0,Very Good,D,SI1,63.1,56.0,6.34,6.3,3.99,5645
4911,0.32,Ideal,G,SI1,61.4,55.0,4.4,4.46,2.72,461
18527,0.72,Ideal,J,VVS1,62.5,56.0,5.71,5.74,3.58,2249
1522,0.51,Very Good,D,SI1,62.8,56.0,5.07,5.09,3.19,1569
10398,0.49,Very Good,G,VS2,60.1,56.0,5.13,5.15,3.09,1198
24342,0.55,Premium,F,VS2,62.2,58.0,5.22,5.26,3.26,1580
24543,0.91,Very Good,J,SI2,62.4,61.0,6.13,6.2,3.85,3169
17840,0.56,Premium,D,SI1,60.8,60.0,5.29,5.31,3.22,1723
16038,0.51,Ideal,G,VS1,62.2,55.0,5.11,5.14,3.19,1656
3538,1.2,Good,J,VS2,63.7,58.0,6.61,6.68,4.23,4466
9847,0.71,Ideal,F,SI1,62.5,57.0,5.68,5.74,3.57,2262
16935,0.51,Very Good,G,VS2,62.4,57.0,5.09,5.11,3.18,1438
6354,1.1,Very Good,H,SI2,62.9,58.0,6.53,6.56,4.12,4422
22818,0.41,Very Good,H,VVS1,62.0,56.0,4.77,4.81,2.97,1166
19742,0.33,Premium,I,VVS2,61.0,59.0,4.41,4.44,2.7,579
8779,0.26,Ideal,E,VS1,61.8,55.0,4.13,4.09,2.54,580
3532,0.66,Ideal,I,SI1,61.2,57.0,5.6,5.64,3.44,1712
2656,0.24,Very Good,D,VVS2,61.5,58.0,3.96,3.98,2.44,478
15935,0.8,Very Good,F,SI1,63.1,58.0,5.89,5.93,3.73,3093
21987,0.43,Very Good,F,VVS1,61.5,56.0,4.86,4.9,3.0,1358
15724,0.52,Very Good,G,VS1,63.3,55.0,5.12,5.09,3.23,1815
8750,0.32,Very Good,F,VS2,60.8,58.0,4.41,4.44,2.69,645
25128,0.42,Ideal,D,VVS2,62.5,57.0,4.77,4.8,2.99,1326
9701,1.02,Ideal,I,SI2,60.7,57.0,6.54,6.57,3.98,3786
23366,1.65,Ideal,G,VS2,62.2,55.0,7.6,7.57,4.72,9425
11537,0.25,Premium,F,IF,61.1,58.0,4.1,4.08,2.5,740
4646,1.01,Ideal,F,SI1,60.0,56.0,6.55,6.49,3.91,5274
22666,1.01,Very Good,D,VVS2,63.6,59.0,6.25,6.32,4.0,9451
16762,0.7,Fair,H,VS2,65.0,56.0,5.6,5.5,3.61,2268
4838,1.01,Good,G,SI1,64.2,56.0,6.38,6.26,4.05,4138
9498,0.33,Very Good,D,VS1,60.3,61.0,4.48,4.51,2.71,727
13737,1.26,Premium,I,VS2,61.2,59.0,7.03,6.9,4.26,6350
25543,0.52,Very Good,H,SI1,62.6,59.0,5.06,5.13,3.19,1161
24972,0.91,Very Good,J,VS2,62.6,55.0,6.17,6.19,3.87,3299
23247,1.12,Very Good,E,SI2,60.9,63.0,6.65,6.59,4.03,3864
814,0.32,Ideal,E,VS2,61.4,56.0,4.41,4.45,2.72,599
6331,1.12,Very Good,D,SI1,62.2,59.0,6.65,6.67,4.14,5966
15168,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,605
5606,1.0,Premium,E,VS1,59.1,59.0,6.56,6.51,3.86,8176
6493,0.33,Ideal,E,VVS1,61.6,55.0,4.44,4.46,2.74,1130
6150,0.3,Premium,H,SI1,62.6,58.0,4.28,4.22,2.66,540
5737,0.41,Ideal,H,IF,62.1,56.0,4.76,4.74,2.95,1243
10730,1.01,Ideal,H,SI1,62.4,53.0,6.47,6.42,4.02,4642
22446,0.36,Premium,I,VS2,,58.0,4.57,4.52,2.8,648
20098,0.43,Ideal,F,SI2,60.7,57.0,4.88,4.91,2.97,742
6764,0.42,Ideal,H,VVS1,62.4,55.0,4.79,4.8,2.99,1068
11558,1.24,Ideal,G,VS1,61.5,56.0,6.92,6.97,4.27,8830
13354,0.58,Premium,I,VVS1,62.6,59.0,5.27,5.31,3.31,1636
5443,0.51,Ideal,I,VS1,62.0,57.0,5.1,5.13,3.17,1376
6492,0.8,Premium,J,VS1,60.8,59.0,6.0,5.94,3.63,2292
20854,0.72,Ideal,I,VS2,62.1,58.0,5.74,5.72,3.57,2347
10917,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.35,2.68,897
13950,1.6,Ideal,I,SI2,61.9,57.0,7.51,7.48,4.64,8530
4610,0.95,Fair,J,SI1,58.0,66.0,6.5,6.46,3.76,3154
17989,0.9,Ideal,G,VVS1,62.9,56.0,6.11,6.19,3.87,6237
18836,0.7,Premium,F,SI1,61.3,59.0,5.74,5.68,3.5,2423
13077,1.01,Premium,F,SI1,60.3,58.0,6.53,6.61,3.96,4829
4391,0.31,Ideal,I,VVS1,62.2,53.0,4.36,4.38,2.72,557
10586,0.3,Ideal,I,SI1,61.7,57.0,4.3,4.32,2.66,422
10325,0.25,Very Good,E,VVS2,62.2,61.0,3.98,4.03,2.49,548
4943,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4269
1279,1.04,Very Good,H,SI1,62.0,58.0,6.42,6.48,4.0,5285
18711,0.3,Good,H,VS1,63.2,58.0,4.22,4.26,2.68,491
24042,0.31,Very Good,I,VS1,62.8,55.0,4.31,4.35,2.72,489
18453,0.72,Ideal,E,VS2,60.8,56.0,5.78,5.82,3.53,3601
18142,1.05,Premium,E,SI2,60.9,61.0,6.61,6.55,4.01,3951
22864,0.42,Ideal,F,VVS2,62.2,56.0,4.79,4.82,2.99,1142
16200,1.04,Very Good,I,SI2,59.6,57.0,6.6,6.62,3.94,3603
3575,0.41,Premium,E,SI2,61.3,57.0,4.83,4.79,2.95,876
1441,0.33,Ideal,G,VS1,61.9,55.0,4.44,4.49,2.77,699
9649,0.3,Ideal,G,VVS1,61.3,56.0,4.34,4.3,2.65,1013
18151,1.1,Good,H,SI2,57.6,61.0,6.82,6.73,3.9,3696
20959,0.5,Fair,H,SI1,64.9,54.0,5.01,4.98,3.24,1094
18930,0.31,Very Good,F,VS2,58.3,61.0,4.44,4.48,2.6,583
9394,0.62,Fair,E,SI2,58.2,60.0,5.7,5.51,3.26,1435
17935,0.7,Ideal,F,VS2,60.8,56.0,5.78,5.79,3.52,2942
10771,0.31,Good,D,VS1,61.7,61.0,4.32,4.34,2.67,653
20527,0.7,Very Good,F,SI1,59.8,60.0,5.75,5.83,3.46,2196
21988,0.34,Ideal,E,VS1,62.4,54.0,4.49,4.45,2.79,1060
13604,1.1,Very Good,G,SI1,59.4,58.0,6.72,6.79,4.01,4997
5090,0.32,Ideal,D,SI2,61.8,55.0,4.38,4.42,2.72,477
9282,0.38,Ideal,G,SI1,62.4,57.0,4.62,4.65,2.89,666
17690,0.44,Ideal,I,VVS1,60.9,56.0,4.9,4.96,3.0,1145
24611,0.32,Premium,E,VS2,62.6,58.0,4.36,4.4,2.74,702
12378,2.0,Premium,G,SI2,60.4,61.0,8.21,8.12,4.93,17136
15023,2.19,Premium,I,SI2,60.8,60.0,8.34,8.38,5.08,15032
10315,0.41,Premium,I,SI2,61.6,59.0,4.79,4.76,2.94,692
5165,0.91,Good,I,SI1,64.2,59.0,6.05,5.98,3.86,2700
24731,0.52,Ideal,F,IF,62.2,55.0,5.14,5.18,3.21,2783
10072,1.0,Premium,D,SI1,62.1,58.0,6.45,6.34,3.97,5488
25742,0.7,Premium,F,SI1,61.6,60.0,5.68,5.72,3.51,2470
20252,0.72,Very Good,G,VS2,63.1,57.0,5.74,5.71,3.61,2732
20653,0.61,Very Good,I,VVS2,62.0,54.4,5.47,5.51,3.4,1773
24175,1.57,Very Good,D,SI1,62.3,59.0,7.39,7.44,4.62,12304
5430,0.27,Ideal,G,IF,61.6,57.0,4.18,4.21,2.58,566
23322,0.72,Premium,G,SI1,61.3,56.0,5.79,5.76,3.54,2316
21826,0.73,Ideal,J,VS2,62.3,55.0,5.74,5.78,3.59,2101
25117,0.95,Very Good,I,SI1,63.5,58.0,6.19,6.16,3.92,3378
1996,1.0,Premium,F,VVS2,61.9,61.0,6.45,6.32,3.95,7204
12875,1.17,Fair,E,VS2,64.5,56.0,6.75,6.68,4.33,6814
16590,0.5,Good,G,VVS2,61.2,63.3,5.06,5.08,3.1,1690
8832,1.11,Premium,H,SI1,,58.0,6.63,6.59,4.09,4960
11994,0.3,Ideal,G,VVS1,61.7,57.0,4.32,4.3,2.66,1013
20300,1.02,Ideal,E,SI1,62.3,54.0,6.45,6.49,4.03,5509
17317,1.03,Premium,I,SI1,62.0,58.0,6.46,6.41,3.99,3749
25344,0.31,Premium,D,VS2,61.8,57.0,4.41,4.36,2.71,942
6616,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,6580
1031,2.03,Ideal,G,SI1,60.3,56.0,8.27,8.21,4.97,16224
23743,0.39,Premium,E,VVS1,60.7,58.0,4.69,4.73,2.86,1300
4150,1.01,Good,D,SI2,63.6,57.0,6.39,6.35,4.05,4805
24325,1.23,Ideal,G,VVS2,62.4,55.0,6.8,6.88,4.27,9921
4036,0.77,Ideal,I,VS1,61.4,56.0,5.86,5.9,3.61,2635
17893,2.0,Premium,I,VS1,60.8,59.0,8.13,8.02,4.91,18795
21134,0.32,Ideal,E,SI2,,55.0,4.36,4.41,2.72,449
20671,1.71,Good,D,SI1,64.1,59.0,7.51,7.46,4.8,14426
2015,0.55,Ideal,G,VVS2,62.5,56.0,5.25,5.22,3.27,2129
10348,0.7,Premium,D,SI2,59.3,59.0,5.79,5.74,3.42,2562
2695,1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,5717
2799,1.17,Ideal,G,VS2,62.0,57.0,6.74,6.78,4.19,7423
6995,0.3,Ideal,E,IF,61.1,57.0,4.31,4.33,2.64,957
7988,0.55,Very Good,F,SI1,59.1,59.0,5.36,5.4,3.18,1370
16574,1.18,Good,D,SI2,61.7,63.0,6.67,6.72,4.13,5315
7889,0.5,Very Good,H,VS1,61.0,56.0,5.1,5.13,3.12,1598
10874,1.24,Ideal,E,VS2,62.7,58.0,6.79,6.86,4.28,8887
6714,0.24,Very Good,F,VS2,61.9,59.0,3.98,4.0,2.47,419
20115,1.52,Very Good,H,SI2,62.7,57.0,7.32,7.36,4.6,8194
1958,0.7,Very Good,E,SI2,59.8,58.0,5.74,5.76,3.44,2335
19124,0.71,Premium,G,SI2,62.0,55.0,5.77,5.71,3.56,2362
11360,0.51,Ideal,F,VS2,62.0,56.0,5.11,5.14,3.18,1595
13509,0.7,Very Good,E,VVS2,59.2,61.0,5.79,5.84,3.44,3154
5166,1.54,Good,H,VS1,,57.0,7.34,7.4,4.65,10769
18524,0.31,Ideal,G,IF,62.8,56.0,4.34,4.39,2.74,786
21802,1.21,Ideal,I,VS1,60.3,60.0,6.89,6.93,4.17,6279
4048,1.01,Ideal,F,I1,62.2,54.0,6.42,6.44,4.0,3377
6219,0.31,Ideal,H,SI1,61.8,54.0,4.34,4.36,2.69,464
25094,0.32,Ideal,D,VS1,61.8,56.0,4.39,4.41,2.72,736
6712,0.7,Ideal,D,SI2,60.3,56.0,5.77,5.73,3.47,2423
14531,0.38,Ideal,F,VVS2,62.7,56.0,4.61,4.64,2.9,1033
4476,1.17,Ideal,F,VS2,61.8,55.0,6.81,6.74,4.19,8072
19455,0.74,Ideal,F,VS1,62.0,54.0,5.85,5.81,3.62,3694
13203,0.43,Ideal,I,VVS1,62.2,57.0,4.81,4.84,3.0,905
10647,0.32,Ideal,I,VVS1,62.4,55.0,4.34,4.38,2.72,589
7343,0.31,Ideal,D,VS2,62.5,56.0,4.31,4.36,2.71,734
24237,1.0,Premium,F,SI1,60.8,59.0,6.45,6.41,3.91,4234
20578,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1637
9156,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,1574
7788,1.11,Premium,G,VS2,61.0,59.0,6.7,6.67,4.08,5346
11336,0.41,Very Good,G,SI1,62.5,57.0,4.69,4.72,2.94,719
222,1.7,Ideal,J,SI2,60.5,57.0,7.74,7.84,4.71,8505
25711,0.41,Ideal,G,VVS1,62.4,53.0,4.79,4.8,2.99,1068
21983,0.71,Premium,E,SI2,62.7,59.0,5.66,5.7,3.56,2322
5403,2.74,Fair,J,I1,64.9,61.0,8.76,8.66,5.65,8807
20141,0.3,Ideal,E,VVS2,60.2,57.0,4.4,4.37,2.64,1013
1533,0.7,Very Good,F,SI1,63.2,56.0,5.61,5.5,3.51,2100
9528,1.01,Premium,F,VS2,62.1,60.0,6.43,6.36,3.97,6097
17277,1.24,Very Good,F,VS2,59.6,59.0,7.0,7.07,4.19,8929
96,0.33,Ideal,E,VS1,60.9,57.0,4.47,4.5,2.73,850
12184,0.34,Ideal,D,VVS1,61.8,54.0,4.49,4.54,2.79,1272
3876,0.42,Ideal,H,VS1,62.0,57.0,4.82,4.8,2.98,1087
5145,1.2,Very Good,E,SI1,61.0,58.0,6.83,6.88,4.18,6809
11604,0.5,Premium,F,VS2,61.1,60.0,5.12,5.1,3.12,1654
19202,0.7,Premium,G,VVS1,62.8,58.0,5.68,5.62,3.55,3234
1189,0.5,Ideal,G,VS1,62.3,55.0,5.11,5.07,3.17,1746
13723,0.4,Ideal,E,VS2,61.1,56.0,4.77,4.75,2.91,975
24990,0.36,Ideal,I,IF,60.8,57.0,4.6,4.64,2.81,852
1169,1.02,Ideal,F,SI2,62.4,55.0,6.46,6.43,4.02,4662
11160,0.52,Ideal,F,SI2,60.9,57.0,5.22,5.2,3.17,1226
1942,0.25,Ideal,F,VS2,61.6,55.0,4.06,4.08,2.51,535
26201,0.33,Premium,G,VVS2,60.9,59.0,4.49,4.45,2.72,965
2058,0.71,Very Good,F,SI2,59.5,58.0,5.82,5.87,3.48,2129
14723,0.7,Premium,E,VS2,62.8,61.0,5.66,5.62,3.54,2737
7241,0.37,Premium,G,VS1,58.4,59.0,4.76,4.69,2.76,817
1437,1.65,Very Good,J,SI1,61.5,58.0,7.49,7.62,4.65,7943
9125,0.56,Ideal,E,VVS1,62.1,56.0,5.28,5.29,3.28,2750
2079,2.25,Premium,I,SI1,60.1,60.0,8.55,8.51,5.13,18034
7774,0.37,Ideal,E,VS2,62.7,56.0,4.6,4.55,2.87,1041
18543,0.32,Ideal,G,VVS1,61.6,55.0,4.43,4.47,2.74,814
22356,1.13,Ideal,E,SI1,62.2,55.0,6.66,6.69,4.15,6563
21512,0.7,Very Good,I,VS2,62.3,58.0,5.58,5.65,3.5,2273
26178,1.36,Very Good,D,SI1,59.5,61.0,7.21,7.24,4.3,9874
26029,0.3,Ideal,G,VVS1,61.9,57.0,4.28,4.31,2.66,764
9046,0.38,Ideal,F,SI2,61.3,55.0,4.67,4.69,2.87,568
20798,0.51,Very Good,D,VVS1,,58.0,5.16,5.19,3.1,2834
9006,1.06,Ideal,E,VS2,61.8,55.0,6.59,6.51,4.05,7788
6442,0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,783
5671,1.52,Very Good,H,VVS2,62.8,56.0,7.3,7.32,4.59,12648
13592,0.54,Ideal,F,SI1,59.8,57.0,5.31,5.29,3.17,1369
1271,0.35,Ideal,F,VVS1,60.6,57.0,4.57,4.6,2.78,994
8861,1.5,Premium,G,SI2,61.8,59.0,7.29,7.21,4.48,9072
24064,0.42,Ideal,E,VS2,62.3,55.0,4.83,4.77,2.99,1024
26411,1.32,Premium,I,SI2,61.3,59.0,7.01,6.95,4.28,5588
22307,0.32,Premium,G,VS1,59.2,59.0,4.47,4.45,2.64,828
20964,0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,578
26427,1.32,Premium,I,SI2,58.4,60.0,7.24,7.15,4.2,5921
18554,0.7,Very Good,F,SI1,61.4,59.0,5.67,5.7,3.49,2312
4140,0.51,Ideal,I,VVS2,60.6,56.0,5.18,5.22,3.15,1575
13095,0.32,Ideal,G,VVS1,61.1,55.0,4.43,4.45,2.71,814
24698,0.31,Premium,F,VS2,61.6,58.0,4.38,4.35,2.69,802
18948,0.4,Premium,H,VS1,62.6,58.0,4.68,4.71,2.94,807
10861,0.5,Very Good,G,VVS1,63.3,56.0,5.1,5.07,3.22,2070
18071,0.33,Ideal,E,VS1,60.6,57.0,4.49,4.52,2.73,686
11813,0.7,Premium,F,SI1,61.6,58.0,5.73,5.7,3.52,2463
22062,0.78,Very Good,F,SI2,61.5,59.0,5.88,5.95,3.63,2307
16411,0.31,Ideal,E,VS1,61.2,55.0,4.4,4.42,2.7,754
22874,0.57,Ideal,G,I1,,57.0,5.46,5.42,3.24,1019
4459,0.36,Ideal,G,SI1,61.4,55.0,4.61,4.64,2.84,571
25510,0.3,Very Good,E,VS2,62.8,56.0,4.28,4.32,2.7,658
14686,0.53,Very Good,E,VVS2,62.3,55.0,5.18,5.22,3.23,2280
18682,0.63,Very Good,G,VS1,61.5,56.0,5.53,5.49,3.39,1960
12296,0.34,Ideal,F,SI2,61.9,57.0,4.5,4.52,2.79,438
19253,0.34,Ideal,E,SI2,61.3,55.0,4.49,4.52,2.76,454
15654,1.24,Ideal,F,VVS2,62.0,57.0,6.86,6.91,4.27,12059
6415,0.24,Ideal,F,VVS2,61.7,55.0,3.99,4.02,2.47,678
7813,0.3,Ideal,G,VS1,62.9,57.0,4.31,4.28,2.7,776
1335,0.4,Ideal,F,I1,63.3,60.0,4.68,4.64,2.95,630
2609,0.31,Very Good,H,VS2,63.1,57.0,4.31,4.28,2.71,628
2094,0.41,Very Good,G,VVS2,61.1,55.0,4.8,4.82,2.94,932
26483,0.39,Ideal,G,SI2,62.0,55.0,4.69,4.73,2.92,683
16716,0.68,Good,F,VS1,60.0,60.8,5.67,5.71,3.41,2516
5878,0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,945
13093,0.31,Premium,D,SI2,62.1,59.0,4.35,4.31,2.69,593
21021,1.01,Good,H,SI1,60.3,64.0,6.49,6.52,3.92,4242
6366,1.03,Ideal,I,VS2,61.2,56.0,6.5,6.51,3.98,5378
6783,1.05,Very Good,E,VS1,63.1,59.0,6.49,6.45,4.08,7969
7438,0.48,Ideal,G,SI2,62.0,54.0,5.04,5.06,3.13,841
26454,0.32,Premium,H,VS2,62.5,59.0,4.38,4.33,2.72,648
2811,1.03,Fair,G,SI1,66.1,56.0,6.26,6.2,4.12,3052
9713,0.29,Very Good,G,VS2,62.5,56.0,4.21,4.24,2.64,471
20169,0.33,Premium,F,VS2,60.1,58.0,4.45,4.47,2.68,666
16273,1.12,Ideal,G,VS2,60.9,56.0,6.7,6.74,4.09,8189
19509,0.52,Premium,E,VS2,62.5,56.0,5.18,5.15,3.23,1815
9864,0.67,Ideal,H,SI1,62.1,54.0,5.61,5.66,3.5,1550
21751,1.01,Very Good,G,SI1,60.2,58.0,6.5,6.59,3.94,4719
6314,1.03,Very Good,G,VS1,60.7,58.0,6.5,6.55,3.96,6628
9839,0.32,Very Good,I,VS2,62.8,58.0,4.33,4.37,2.73,449
26512,0.51,Premium,E,VS2,61.3,58.0,5.13,5.15,3.15,1656
20864,0.42,Premium,F,VS2,61.9,58.0,4.8,4.76,2.96,945
14831,0.5,Very Good,D,SI2,63.2,56.0,5.05,5.01,3.18,1243
25028,1.27,Ideal,F,VS2,61.0,59.0,6.96,6.98,4.25,9547
26579,0.3,Very Good,D,VVS2,63.0,56.0,4.29,4.31,2.71,754
23438,0.3,Ideal,G,SI1,62.2,55.0,4.27,4.32,2.67,422
5882,1.03,Very Good,D,VS1,59.6,61.0,6.57,6.62,3.93,6848
21394,0.76,Ideal,E,VVS1,61.8,54.0,5.9,5.87,3.64,4382
23769,0.31,Ideal,G,SI1,62.1,54.0,4.34,4.36,2.7,493
18643,1.51,Premium,G,VS2,60.4,58.0,7.38,7.43,4.47,11480
6670,1.2,Premium,H,VS2,62.4,57.0,6.73,6.67,4.18,6048
22983,0.31,Ideal,G,VS1,61.0,55.0,4.39,4.43,2.69,625
21528,0.58,Ideal,F,VVS1,61.6,57.0,5.33,5.38,3.3,2728
13430,0.48,Premium,H,SI1,61.9,58.0,5.04,5.01,3.11,990
22390,1.04,Ideal,F,SI1,61.3,56.0,6.51,6.55,4.0,5495
9147,0.59,Fair,G,I1,64.6,56.0,5.26,5.2,3.38,903
7729,0.72,Good,J,SI1,60.1,64.0,5.75,5.83,3.48,1547
15594,1.59,Ideal,H,VS1,61.8,57.0,7.49,7.42,4.61,12157
3632,2.3,Good,I,SI2,63.8,55.0,8.4,8.35,5.34,12944
20564,0.4,Ideal,H,VS1,61.1,57.0,4.74,4.78,2.91,815
23403,1.59,Premium,H,SI2,62.6,59.0,7.42,7.4,4.64,9385
22971,0.3,Very Good,E,VS2,62.9,58.0,4.22,4.27,2.67,658
14313,0.71,Ideal,F,SI2,59.3,57.0,5.86,5.81,3.46,2331
15427,1.11,Premium,E,SI2,,58.0,6.61,6.63,4.14,4581
14649,1.31,Very Good,I,SI2,62.7,58.0,6.88,6.94,4.33,5916
18352,0.57,Ideal,I,VS1,62.2,55.0,5.28,5.33,3.3,1448
22710,2.18,Ideal,J,VS2,62.2,55.0,8.32,8.36,5.19,16427
4833,1.31,Premium,J,VS2,60.7,58.0,7.1,7.07,4.3,6137
19676,1.32,Ideal,I,VS1,61.2,57.0,7.12,7.06,4.34,7617
304,0.35,Very Good,H,SI2,63.2,61.0,4.49,4.47,2.83,551
17039,0.8,Ideal,H,VS1,63.1,58.0,5.89,5.96,3.74,3111
12220,0.31,Ideal,D,VVS2,61.0,56.0,4.37,4.39,2.67,853
12096,0.41,Ideal,D,VVS1,,56.0,4.77,4.74,2.98,1413
973,0.41,Premium,E,SI2,62.9,58.0,4.75,4.72,2.98,876
2313,1.36,Ideal,J,VVS2,61.9,56.0,7.16,7.13,4.42,6973
9874,0.33,Very Good,E,SI1,60.2,58.0,4.49,4.55,2.72,579
18880,0.7,Good,H,SI1,64.2,58.0,5.59,5.62,3.6,1771
12675,0.78,Very Good,H,SI2,61.8,59.0,5.85,5.9,3.63,2252
22574,2.03,Ideal,J,SI1,62.6,55.0,8.06,8.1,5.06,13357
15969,0.4,Very Good,J,SI1,58.9,59.0,4.84,4.87,2.86,603
18754,0.26,Good,D,VVS2,63.6,56.0,4.06,4.09,2.59,564
8711,0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,516
6305,0.78,Ideal,F,SI1,61.3,56.0,5.92,6.0,3.64,3362
26782,0.3,Very Good,D,SI2,63.0,55.0,4.25,4.26,2.68,447
25259,1.23,Good,D,I1,63.7,58.0,6.72,6.79,4.3,3977
12159,0.3,Ideal,G,VS2,62.2,54.0,4.29,4.33,2.68,495
26841,1.2,Ideal,I,VS1,59.3,57.0,6.95,7.04,4.15,5765
